29-12-112  11:47 scan ch=1 Sky= 15430.2 Sun= 22486.1 Elev= 26.2
29-12-112  11:47 scan ch=2 Sky= 10376.0 Sun= 17338.1 Elev= 26.2
29-12-112  11:47 scan ch=3 Sky= 13957.1 Sun= 18982.5 Elev= 26.2
29-12-112  11:47 scan ch=4 Sky= 11235.0 Sun= 17974.9 Elev= 26.2
29-12-112  11:47 scan ch=5 Sky=  6819.4 Sun=  6822.0 Elev= 26.2
29-12-112  11:47 scan ch=6 Sky= 16405.2 Sun= 16485.1 Elev= 26.2
29-12-112  11:56 scan ch=1 Sky= 15342.6 Sun= 22703.5 Elev= 28.0
29-12-112  11:56 scan ch=2 Sky= 10305.4 Sun= 17544.5 Elev= 28.0
29-12-112  11:56 scan ch=3 Sky= 13920.0 Sun= 19150.2 Elev= 28.0
29-12-112  11:56 scan ch=4 Sky= 11165.9 Sun= 18225.5 Elev= 28.0
29-12-112  11:56 scan ch=5 Sky=  6818.3 Sun=  6830.6 Elev= 28.0
29-12-112  11:56 scan ch=6 Sky= 16364.4 Sun= 16466.1 Elev= 28.0
29-12-112  12:30 scan ch=1 Sky= 15204.4 Sun= 23531.5 Elev= 35.2
29-12-112  12:30 scan ch=2 Sky= 10184.3 Sun= 18559.2 Elev= 35.2
29-12-112  12:30 scan ch=3 Sky= 13828.4 Sun= 19844.9 Elev= 35.2
29-12-112  12:30 scan ch=4 Sky= 11068.5 Sun= 19153.7 Elev= 35.2
29-12-112  12:30 scan ch=5 Sky=  6813.7 Sun=  6842.3 Elev= 35.2
29-12-112  12:30 scan ch=6 Sky= 16410.6 Sun= 16738.4 Elev= 35.2
29-12-112  14:06 scan ch=1 Sky= 14722.1 Sun= 25458.8 Elev= 55.6
29-12-112  14:06 scan ch=2 Sky=  9834.5 Sun= 20497.2 Elev= 55.6
29-12-112  14:06 scan ch=3 Sky= 13578.5 Sun= 21196.8 Elev= 55.6
29-12-112  14:06 scan ch=4 Sky= 10717.4 Sun= 20987.2 Elev= 55.6
29-12-112  14:06 scan ch=5 Sky=  6753.2 Sun=  6902.2 Elev= 55.6
29-12-112  14:06 scan ch=6 Sky= 16060.3 Sun= 17844.9 Elev= 55.6
29-12-112  15:54 scan ch=1 Sky= 14468.0 Sun= 25743.6 Elev= 77.2
29-12-112  15:54 scan ch=2 Sky=  9635.5 Sun= 20666.4 Elev= 77.2
29-12-112  15:54 scan ch=3 Sky= 13384.1 Sun= 21348.3 Elev= 77.2
29-12-112  15:54 scan ch=4 Sky= 10527.9 Sun= 21279.5 Elev= 77.2
29-12-112  15:54 scan ch=5 Sky=  6685.6 Sun=  6919.8 Elev= 77.2
29-12-112  15:54 scan ch=6 Sky= 15798.6 Sun= 18456.8 Elev= 77.2
29-12-112  18:36 scan ch=1 Sky= 14112.1 Sun= 24588.8 Elev= 62.8
29-12-112  18:36 scan ch=2 Sky=  9430.6 Sun= 20282.4 Elev= 62.8
29-12-112  18:36 scan ch=3 Sky= 13171.8 Sun= 21226.5 Elev= 62.8
29-12-112  18:36 scan ch=4 Sky= 10333.6 Sun= 20280.2 Elev= 62.8
29-12-112  18:36 scan ch=5 Sky=  6527.1 Sun=  6711.0 Elev= 62.8
29-12-112  18:36 scan ch=6 Sky= 15285.2 Sun= 17429.8 Elev= 62.8
29-12-112  20:10 scan ch=1 Sky= 13978.9 Sun= 23694.2 Elev= 43.0
29-12-112  20:10 scan ch=2 Sky=     0.0 Sun=     0.0 Elev= 43.0
29-12-112  20:10 scan ch=3 Sky=     0.0 Sun=     0.0 Elev= 43.0
29-12-112  20:10 scan ch=4 Sky=     0.0 Sun=     0.0 Elev= 43.0
29-12-112  20:10 scan ch=5 Sky=     0.0 Sun=     0.0 Elev= 43.0
29-12-112  20:10 scan ch=6 Sky=     0.0 Sun=     0.0 Elev= 43.0
29-12-112  20:15 scan ch=1 Sky= 13982.0 Sun= 23447.4 Elev= 41.9
29-12-112  20:15 scan ch=2 Sky=     0.0 Sun=     0.0 Elev= 41.9
29-12-112  20:15 scan ch=3 Sky=     0.0 Sun=     0.0 Elev= 41.9
29-12-112  20:15 scan ch=4 Sky=     0.0 Sun=     0.0 Elev= 41.9
29-12-112  20:15 scan ch=5 Sky=     0.0 Sun=     0.0 Elev= 41.9
29-12-112  20:15 scan ch=6 Sky=     0.0 Sun=     0.0 Elev= 41.9
29-12-112  20:20 scan ch=1 Sky= 13980.9 Sun= 23284.8 Elev= 40.8
29-12-112  20:20 scan ch=2 Sky=  9450.7 Sun= 19244.9 Elev= 40.8
29-12-112  20:20 scan ch=3 Sky= 13111.3 Sun= 20408.4 Elev= 40.8
29-12-112  20:20 scan ch=4 Sky= 10290.8 Sun= 19147.7 Elev= 40.8
29-12-112  20:20 scan ch=5 Sky=  6446.7 Sun=  6550.7 Elev= 40.8
29-12-112  20:20 scan ch=6 Sky= 15062.9 Sun= 16188.6 Elev= 40.8
29-12-112  21:55 scan ch=1 Sky= 14581.2 Sun= 20378.9 Elev= 20.9
29-12-112  21:55 scan ch=2 Sky=  9997.5 Sun= 16022.5 Elev= 20.9
29-12-112  21:55 scan ch=3 Sky= 13496.1 Sun= 18032.6 Elev= 20.9
29-12-112  21:55 scan ch=4 Sky= 10763.9 Sun= 16107.2 Elev= 20.9
29-12-112  21:55 scan ch=5 Sky=  6417.9 Sun=  6419.4 Elev= 20.9
29-12-112  21:55 scan ch=6 Sky= 15115.2 Sun= 15141.7 Elev= 20.9

29-12-112  11:39 cali ch=1 Amb= 16567.8 Hot= 17224.2 Elev= 24.6 k=   0.18 a=  -2637.04
29-12-112  11:39 cali ch=2 Amb= 11389.6 Hot= 11943.8 Elev= 24.6 k=   0.21 a=  -2091.52
29-12-112  11:39 cali ch=3 Amb= 14697.8 Hot= 15120.9 Elev= 24.6 k=   0.28 a=  -3743.23
29-12-112  11:39 cali ch=4 Amb= 12174.0 Hot= 12690.8 Elev= 24.6 k=   0.23 a=  -2441.22
29-12-112  11:39 cali ch=5 Amb=  6846.7 Hot=  6870.3 Elev= 24.6 k=   4.93 a= -33460.14
29-12-112  11:39 cali ch=6 Amb= 16505.1 Hot= 16883.8 Elev= 24.6 k=   0.31 a=  -4772.73
29-12-112  11:55 cali ch=1 Amb= 16534.3 Hot= 17170.5 Elev= 28.0 k=   0.18 a=  -2724.53
29-12-112  11:55 cali ch=2 Amb= 11358.3 Hot= 11906.6 Elev= 28.0 k=   0.21 a=  -2110.28
29-12-112  11:55 cali ch=3 Amb= 14654.3 Hot= 15076.2 Elev= 28.0 k=   0.28 a=  -3741.99
29-12-112  11:55 cali ch=4 Amb= 12110.4 Hot= 12626.2 Elev= 28.0 k=   0.23 a=  -2432.20
29-12-112  11:55 cali ch=5 Amb=  6816.7 Hot=  6848.4 Elev= 28.0 k=   3.67 a= -24738.38
29-12-112  11:55 cali ch=6 Amb= 16414.2 Hot= 16788.2 Elev= 28.0 k=   0.31 a=  -4807.26
29-12-112  12:26 cali ch=1 Amb= 16601.5 Hot= 17247.6 Elev= 34.2 k=   0.18 a=  -2690.21
29-12-112  12:26 cali ch=2 Amb= 11394.8 Hot= 11949.2 Elev= 34.2 k=   0.21 a=  -2091.68
29-12-112  12:26 cali ch=3 Amb= 14719.1 Hot= 15131.9 Elev= 34.2 k=   0.28 a=  -3849.56
29-12-112  12:26 cali ch=4 Amb= 12152.1 Hot= 12672.0 Elev= 34.2 k=   0.22 a=  -2419.60
29-12-112  12:26 cali ch=5 Amb=  6818.6 Hot=  6849.1 Elev= 34.2 k=   3.81 a= -25675.82
29-12-112  12:26 cali ch=6 Amb= 16483.0 Hot= 16850.7 Elev= 34.2 k=   0.32 a=  -4917.52
29-12-112  14:05 cali ch=1 Amb= 16420.0 Hot= 17043.1 Elev= 55.3 k=   0.19 a=  -2766.25
29-12-112  14:05 cali ch=2 Amb= 11327.7 Hot= 11863.9 Elev= 55.3 k=   0.22 a=  -2158.46
29-12-112  14:05 cali ch=3 Amb= 14629.4 Hot= 15031.8 Elev= 55.3 k=   0.29 a=  -3930.70
29-12-112  14:05 cali ch=4 Amb= 12051.8 Hot= 12548.7 Elev= 55.3 k=   0.23 a=  -2522.35
29-12-112  14:05 cali ch=5 Amb=  6767.0 Hot=  6794.5 Elev= 55.3 k=   4.23 a= -28322.29
29-12-112  14:05 cali ch=6 Amb= 16309.4 Hot= 16653.1 Elev= 55.3 k=   0.34 a=  -5221.94
29-12-112  15:36 cali ch=1 Amb= 16315.1 Hot= 16912.5 Elev= 73.9 k=   0.19 a=  -2878.01
29-12-112  15:36 cali ch=2 Amb= 11259.2 Hot= 11783.3 Elev= 73.9 k=   0.22 a=  -2199.75
29-12-112  15:36 cali ch=3 Amb= 14557.4 Hot= 14952.6 Elev= 73.9 k=   0.29 a=  -3987.36
29-12-112  15:36 cali ch=4 Amb= 11980.4 Hot= 12466.8 Elev= 73.9 k=   0.24 a=  -2566.04
29-12-112  15:36 cali ch=5 Amb=  6717.4 Hot=  6745.2 Elev= 73.9 k=   4.18 a= -27798.68
29-12-112  15:36 cali ch=6 Amb= 16164.9 Hot= 16512.8 Elev= 73.9 k=   0.33 a=  -5108.13
29-12-112  18:35 cali ch=1 Amb= 15822.4 Hot= 16407.9 Elev= 63.2 k=   0.20 a=  -2845.11
29-12-112  18:35 cali ch=2 Amb= 11009.7 Hot= 11515.8 Elev= 63.2 k=   0.23 a=  -2231.64
29-12-112  18:35 cali ch=3 Amb= 14304.7 Hot= 14685.7 Elev= 63.2 k=   0.31 a=  -4069.65
29-12-112  18:35 cali ch=4 Amb= 11726.6 Hot= 12189.9 Elev= 63.2 k=   0.25 a=  -2645.57
29-12-112  18:35 cali ch=5 Amb=  6553.2 Hot=  6571.9 Elev= 63.2 k=   6.21 a= -40383.33
29-12-112  18:35 cali ch=6 Amb= 15586.2 Hot= 15904.3 Elev= 63.2 k=   0.37 a=  -5401.35
29-12-112  20:09 cali ch=1 Amb= 15596.9 Hot= 16156.4 Elev= 43.4 k=   0.21 a=  -2944.33
29-12-112  20:09 cali ch=2 Amb=     0.0 Hot=     0.0 Elev= 43.4 k=    Inf a=      -NaN
29-12-112  20:09 cali ch=3 Amb=     0.0 Hot=     0.0 Elev= 43.4 k=    Inf a=      -NaN
29-12-112  20:09 cali ch=4 Amb=     0.0 Hot=     0.0 Elev= 43.4 k=    Inf a=      -NaN
29-12-112  20:09 cali ch=5 Amb=     0.0 Hot=     0.0 Elev= 43.4 k=    Inf a=      -NaN
29-12-112  20:09 cali ch=6 Amb=     0.0 Hot=     0.0 Elev= 43.4 k=    Inf a=      -NaN
29-12-112  20:14 cali ch=1 Amb= 15589.4 Hot= 16136.5 Elev= 42.2 k=   0.21 a=  -3015.98
29-12-112  20:14 cali ch=2 Amb=     0.0 Hot=     0.0 Elev= 42.2 k=    Inf a=      -NaN
29-12-112  20:14 cali ch=3 Amb=     0.0 Hot=     0.0 Elev= 42.2 k=    Inf a=      -NaN
29-12-112  20:14 cali ch=4 Amb=     0.0 Hot=     0.0 Elev= 42.2 k=    Inf a=      -NaN
29-12-112  20:14 cali ch=5 Amb=     0.0 Hot=     0.0 Elev= 42.2 k=    Inf a=      -NaN
29-12-112  20:14 cali ch=6 Amb=     0.0 Hot=     0.0 Elev= 42.2 k=    Inf a=      -NaN
29-12-112  20:19 cali ch=1 Amb= 15575.6 Hot= 16118.7 Elev= 41.1 k=   0.21 a=  -3037.85
29-12-112  20:19 cali ch=2 Amb= 10915.0 Hot= 11417.8 Elev= 41.1 k=   0.23 a=  -2226.24
29-12-112  20:19 cali ch=3 Amb= 14166.4 Hot= 14562.7 Elev= 41.1 k=   0.29 a=  -3860.55
29-12-112  20:19 cali ch=4 Amb= 11556.8 Hot= 12012.9 Elev= 41.1 k=   0.26 a=  -2648.38
29-12-112  20:19 cali ch=5 Amb=  6461.3 Hot=  6480.7 Elev= 41.1 k=   6.00 a= -38446.66
29-12-112  20:19 cali ch=6 Amb= 15261.2 Hot= 15573.8 Elev= 41.1 k=   0.37 a=  -5381.16
29-12-112  21:51 cali ch=1 Amb= 15516.4 Hot= 16062.1 Elev= 21.9 k=   0.21 a=  -3008.85
29-12-112  21:51 cali ch=2 Amb= 10883.8 Hot= 11386.4 Elev= 21.9 k=   0.23 a=  -2219.85
29-12-112  21:51 cali ch=3 Amb= 14151.5 Hot= 14550.4 Elev= 21.9 k=   0.29 a=  -3828.86
29-12-112  21:51 cali ch=4 Amb= 11518.9 Hot= 11965.9 Elev= 21.9 k=   0.26 a=  -2698.61
29-12-112  21:51 cali ch=5 Amb=  6428.5 Hot=  6453.1 Elev= 21.9 k=   4.72 a= -30072.80
29-12-112  21:51 cali ch=6 Amb= 15177.6 Hot= 15481.0 Elev= 21.9 k=   0.38 a=  -5523.27
29-12-112  23:07 cali ch=1 Amb= 15732.6 Hot= 16291.3 Elev=  6.7 k=   0.21 a=  -2976.93
29-12-112  23:07 cali ch=2 Amb= 10949.7 Hot= 11463.7 Elev=  6.7 k=   0.23 a=  -2178.98
